9f29f90f-26d3-46c4-9eb9-a8880dbca27a,2c4a9f77-7cc9-40fc-b825-00b7b8263174,18,approve,Согласовано. Обновляй статус и фиксируй прогресс по метрике в течение квартала.,2026-02-25 22:21:35.293375+00
14a3f41a-c0c2-4fe6-86ac-baf411b11fc5,f6a1ac14-ee9f-40a4-9e75-4e15a4565b02,18,approve,"Принято. Цель измеримая, привязка к системе/проекту есть. Двигайся по плану.",2026-02-25 22:21:35.293375+00
a3f969cf-7c02-41f8-9e22-745a1c8ab322,b4d32ecc-036a-4528-9d05-03db0ca1d417,18,approve,Ок. В конце квартала приложи артефакты результата (отчёт/релиз/дашборд).,2026-02-25 22:21:35.293375+00
62c57260-2128-48dc-9be3-e47eb7c6d089,a4d6a695-0f63-4b3d-af22-746fb97df425,18,approve,Согласовано. Обновляй статус и фиксируй прогресс по метрике в течение квартала.,2026-02-25 22:21:35.293375+00
b6f34720-5ba4-42cf-8e81-89850f4e7b1a,fdbeb87c-c384-4d3e-a4cb-cd51abcf3d74,281,comment_only,Ок. В конце квартала приложи артефакты результата (отчёт/релиз/дашборд).,2026-02-25 22:21:35.293375+00
5333b423-88f5-42e7-833d-27e9723693b1,cc47d4d4-766d-49ca-a4c4-df33ce262f7b,425,approve,Ок. В конце квартала приложи артефакты результата (отчёт/релиз/дашборд).,2026-02-25 22:21:35.293375+00
67c8b7f4-1a20-4781-afe4-273e02dc1515,d58f2abb-7e62-4910-8550-9d31758c403a,425,approve,"Ок, формулировка понятная: есть метрика, срок и ожидаемый эффект. Подтверждаю.",2026-02-25 22:21:35.293375+00
558aa7af-35b9-47e8-abf9-184a9bb3ea29,2ec33860-765a-42d9-96d7-2322868f5c73,425,approve,Согласовано. Обновляй статус и фиксируй прогресс по метрике в течение квартала.,2026-02-25 22:21:35.293375+00
78281790-452b-4c24-9b61-50108d4f6194,03655d67-89c1-45c5-9ab2-8ea3ffee068e,281,comment_only,"Давай уточним: привяжи к метрике из каталога KPI или опиши расчёт и исходные показатели на старте квартала; и критерий успеха в цифрах; укажи конкретный дедлайн; распиши, какие системы/модули затрагиваем; Не хватает источника измерения: откуда берём данные по метрике (BI, DWH, ServiceDesk, SAP/1C).. Можно улучшить, чтобы было проще контролировать.",2026-02-25 22:21:35.293375+00
61696d16-1e27-447f-983d-6e869e7ada2c,2b9afa73-c3fa-4743-bb9b-e439ed2e3bff,281,approve,Согласовано. Обновляй статус и фиксируй прогресс по метрике в течение квартала.,2026-02-25 22:21:35.293375+00
cd11094e-6d72-4e2a-8c90-2e7d55cb9468,ffe08924-6881-401f-bccd-af9e4aef03d2,47,needs_changes,Комментарий: пропиши показатель и единицы измерения и точку отсчёта на начало периода; и целевое значение (to-be); укажи конкретный дедлайн; обозначь риски и зависимости. После правок заново отправь на согласование.,2026-02-25 22:21:35.293375+00
0db0e172-9bd1-43bd-a459-be380fc4864d,a92383aa-60b9-488a-867e-1aa371669733,33,approve,"Принято. Цель измеримая, привязка к системе/проекту есть. Двигайся по плану.",2026-02-25 22:21:35.293375+00
4da3a4a6-343e-4c12-99d2-49d45a36b5b3,082f4a5c-e355-495b-9cf0-a49e3470c620,33,approve,Ок. В конце квартала приложи артефакты результата (отчёт/релиз/дашборд).,2026-02-25 22:21:35.293375+00
81c55d27-6438-4447-b95c-e904fc52f200,781e12e4-44ac-4caa-a880-df0a53c2bf9e,33,approve,"Ок, формулировка понятная: есть метрика, срок и ожидаемый эффект. Подтверждаю.",2026-02-25 22:21:35.293375+00
7c3e086b-abe3-44b0-9098-98a1bd8520a1,d14f6b6e-777a-48c1-9991-7cc093367de4,21,approve,"Ок, формулировка понятная: есть метрика, срок и ожидаемый эффект. Подтверждаю.",2026-02-25 22:21:35.293375+00
139ec88b-6dbd-4096-8808-1f337d14dbf3,4067f3d7-0e1a-4cc8-8dab-a3dab7a3f75f,33,approve,"Принято. Цель измеримая, привязка к системе/проекту есть. Двигайся по плану.",2026-02-25 22:21:35.293375+00
386b237b-7b33-43bb-95d9-297e85c4065f,bfd3f191-7081-4a05-abe1-78d3304ad7d1,21,approve,"Принято. Цель измеримая, привязка к системе/проекту есть. Двигайся по плану.",2026-02-25 22:21:35.293375+00
803eec2e-552a-4644-a2a0-8b7da59bf0b7,5dcf3150-676b-4c74-b261-df4655aa57c7,21,comment_only,"По SMART: укажи метрику, по которой будем принимать результат и исходные показатели на старте квартала; привяжи к концу квартала или к релизной дате; распиши, какие системы/модули затрагиваем; Добавь baseline и таргет: «сейчас/будет», иначе улучшение не измерить.. На будущее лучше уточнять сразу.",2026-02-25 22:21:35.293375+00
c6182aba-d06e-4852-bb36-8dc331d3ce04,e9afeab7-d57e-477f-8bba-978dec561c28,21,approve,Согласовано. Обновляй статус и фиксируй прогресс по метрике в течение квартала.,2026-02-25 22:21:35.293375+00
47bbfe47-eb49-4c9f-8fad-d12d0763ff8c,0ab7f2fc-0d19-4911-a34b-688c4a54b0c4,348,comment_only,Цель снята с выполнения по решению руководства (перераспределение приоритетов).,2026-02-25 22:21:35.293375+00
c795e372-8264-49d2-8f7d-bee3d9256c54,7c22b242-9b6d-4ffa-9c90-7b1273f70035,348,comment_only,Цель снята с выполнения по решению руководства (перераспределение приоритетов).,2026-02-25 22:21:35.293375+00
766fdaac-f3ce-479e-8914-8c86e6bd1bc7,2cf836a5-f1bf-4675-a47a-99777dd26e3c,348,approve,Согласовано. Обновляй статус и фиксируй прогресс по метрике в течение квартала.,2026-02-25 22:21:35.293375+00
efb52b67-989b-4211-9a23-1f5730b0ed2f,75424aed-a243-4dea-8079-e282a1ce54cf,348,approve,Ок. В конце квартала приложи артефакты результата (отчёт/релиз/дашборд).,2026-02-25 22:21:35.293375+00
32ef946d-2475-4fb4-af73-1718812fb0e2,cb6991ef-7fdc-4073-85a3-e17b0ce3bd3a,346,comment_only,Ок. В конце квартала приложи артефакты результата (отчёт/релиз/дашборд).,2026-02-25 22:21:35.293375+00
1dea9c1c-65b8-4e4b-b34d-d35b50f8c1d9,857b7ba8-7e4d-4215-afa4-8558b6872cf7,346,comment_only,"Принято. Цель измеримая, привязка к системе/проекту есть. Двигайся по плану.",2026-02-25 22:21:35.293375+00
da3f9fe7-e5bb-447d-9e0a-c24e0b43cc2e,a571fc1b-01fb-4958-b1d2-99d9a080afda,256,approve,"Принято. Цель измеримая, привязка к системе/проекту есть. Двигайся по плану.",2026-02-25 22:21:35.293375+00
6bc0e07f-190c-4c12-8670-eb7b5ca7fd2e,1fa73a9c-ca1e-45b6-ba18-aa08cbbd6cc3,256,approve,Ок. В конце квартала приложи артефакты результата (отчёт/релиз/дашборд).,2026-02-25 22:21:35.293375+00
bc0ce500-69e9-4495-8217-88690b256a05,b53c7d61-3337-43bb-89e1-f30966e25753,21,comment_only,Цель снята с выполнения по решению руководства (перераспределение приоритетов).,2026-02-25 22:21:35.293375+00
3d63577f-653d-47ca-b2e8-0a9560ac3d2a,c0b54ccb-63ff-4e61-adcb-12640a59a1ad,21,approve,Согласовано. Обновляй статус и фиксируй прогресс по метрике в течение квартала.,2026-02-25 22:21:35.293375+00
5f728aa1-f7cb-4c57-a9f6-2644d6b5538c,88ce9bd2-a498-42ab-805c-8c15cd12ef3b,348,approve,"Принято. Цель измеримая, привязка к системе/проекту есть. Двигайся по плану.",2026-02-25 22:21:35.293375+00
c8ec3599-953f-4713-9a1f-4497501e1a52,a2daa971-8356-4a72-8367-fa19cbc0a606,407,needs_changes,"Коллега, зафиксируй KPI/метрику результата и базовое значение (as-is); и плановую цифру, к которой идём; зафиксируй дату результата; определи, какие подразделения/пользователи в зоне влияния. Скорректируй и перешли повторно.",2026-02-25 22:21:35.293375+00
17bb1a59-da10-48d2-a3c0-45791880cce5,8b532453-1e17-498c-8cd5-4483ff74abdd,407,needs_changes,"По SMART: добавь измеримую метрику и базу для сравнения (до/после); и конкретный таргет; укажи до какого числа ожидаем эффект; опиши, как подтверждаем выполнение. После правок согласуем.",2026-02-25 22:21:35.293375+00
5749b754-bd40-43d1-b512-e016a14c003a,47b34acd-305d-4d95-8d54-c94db2189e0c,65,comment_only,Комментарий: привяжи к метрике из каталога KPI или опиши расчёт и базу для сравнения (до/после); и целевое значение (to-be); зафиксируй дату результата; добавь критерий приёмки. Возьми в работу и поправь при возможности.,2026-02-25 22:21:35.293375+00
44419bb8-8129-48fa-bfaa-55cbf2e21d07,3cc581ca-693e-46f5-8c01-195694719dc9,65,comment_only,Цель снята с выполнения по решению руководства (перераспределение приоритетов).,2026-02-25 22:21:35.293375+00
769876ce-9207-43a2-8525-dbc8dd7a13d1,688e3a45-de17-4eb3-957c-680ec1b6b4c1,65,approve,"Ок, формулировка понятная: есть метрика, срок и ожидаемый эффект. Подтверждаю.",2026-02-25 22:21:35.293375+00
b4a85504-d213-4136-921c-909b9a6cbce8,57148398-1efb-4f36-be2d-2f09b5ca93f9,21,approve,Согласовано. Обновляй статус и фиксируй прогресс по метрике в течение квартала.,2026-02-25 22:21:35.293375+00
02fe0270-ec1f-4416-8a93-8561995da6eb,10028f34-3f09-4789-9682-0d5523c8782d,21,approve,"Ок, формулировка понятная: есть метрика, срок и ожидаемый эффект. Подтверждаю.",2026-02-25 22:21:35.293375+00
c9dd7182-6b91-40e6-80bc-1153d1de9d85,36274d20-716d-40e1-88ee-d7c6170ad008,437,approve,Ок. В конце квартала приложи артефакты результата (отчёт/релиз/дашборд).,2026-02-25 22:21:35.293375+00
89846619-ff0c-4065-9980-9369521149b9,2e61afa8-2fa0-4ad4-bfb8-4b18ed1063be,437,approve,"Принято. Цель измеримая, привязка к системе/проекту есть. Двигайся по плану.",2026-02-25 22:21:35.293375+00
4e2399be-7c69-4e7e-8d18-af928df1df2a,0a99f272-147d-4fad-a540-a1d04269e74c,281,comment_only,"Принято. Цель измеримая, привязка к системе/проекту есть. Двигайся по плану.",2026-02-25 22:21:35.293375+00
5b26dac0-acd7-43f1-83d9-5ba95077febd,a3351466-00d3-4596-b9d6-1319001ad646,172,approve,Согласовано. Обновляй статус и фиксируй прогресс по метрике в течение квартала.,2026-02-25 22:21:35.293375+00
029b8459-43cd-4a7c-b094-5ebe03e6224a,2555439c-2663-449e-9521-c2500a915835,172,comment_only,Цель снята с выполнения по решению руководства (перераспределение приоритетов).,2026-02-25 22:21:35.293375+00
