1,company,,,,,uptime_percent,2024-03-01,97.019090,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
2,company,,,,,incidents_count,2024-03-01,72.562828,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
3,company,,,,,sla_compliance,2024-03-01,86.800868,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
4,company,,,,,mttr_hours,2024-03-01,10.627154,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
5,company,,,,,changes_count,2024-03-01,33.827658,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
6,company,,,,,uptime_percent,2024-04-01,97.211148,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
7,company,,,,,incidents_count,2024-04-01,69.652546,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
8,company,,,,,sla_compliance,2024-04-01,86.744042,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
9,company,,,,,mttr_hours,2024-04-01,11.050451,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
10,company,,,,,changes_count,2024-04-01,28.552768,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
11,company,,,,,uptime_percent,2024-05-01,97.166385,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
12,company,,,,,incidents_count,2024-05-01,65.347265,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
13,company,,,,,sla_compliance,2024-05-01,86.887593,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
14,company,,,,,mttr_hours,2024-05-01,9.654083,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
15,company,,,,,changes_count,2024-05-01,31.281012,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
16,company,,,,,uptime_percent,2024-06-01,97.161669,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
17,company,,,,,incidents_count,2024-06-01,70.024220,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
18,company,,,,,sla_compliance,2024-06-01,85.959273,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
19,company,,,,,mttr_hours,2024-06-01,10.491492,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
20,company,,,,,changes_count,2024-06-01,32.149769,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
21,company,,,,,uptime_percent,2024-07-01,96.964233,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
22,company,,,,,incidents_count,2024-07-01,69.294876,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
23,company,,,,,sla_compliance,2024-07-01,85.929415,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
24,company,,,,,mttr_hours,2024-07-01,10.044561,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
25,company,,,,,changes_count,2024-07-01,33.677610,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
26,company,,,,,uptime_percent,2024-08-01,96.902377,"{'"source'": '"synthetic'", '"aggregation'": '"monthly'"}",2026-02-25 22:21:35.293375+00
